"id","title","description","link","image link","condition","availability","price","brand","google product category"
"410","SamSung Galaxy Note 5 32GB Màu Trắng Quốc Tế Mỹ Hàng Trưng Bày","Samsung galaxy note 5 32gb màu trắng quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-note-5-32gb-mau-trang-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-note-5-world-32gb-white-99-slide-1.jpg","new","in stock","5490000 VND","Samsung Note 5",""
"765","iPhone 6S Plus Quốc Tế Chưa Active","iphone 6s plus quốc tế chưa active giá tốt","http://www.vietanhmobile.com/iphone-6s-plus-quoc-te-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-6s-plus-quoc-te-chua-active-100-slide-1.jpg","new","in stock","9990000 VND","Iphone 6S Plus",""
"409","SamSung Galaxy Note 5 32GB Màu Vàng Quốc Tế Mỹ Hàng Trưng Bày","Samsung galaxy note 5 32gb màu vàng quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-note-5-32gb-mau-vang-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-note-5-world-32gb-gold-99-slide-1.jpg","new","in stock","5490000 VND","Samsung Note 5",""
"763","iPhone 6S Plus Quốc Tế Hàng Trưng Bày","iphone 6s plus quốc tế hàng trưng bày giá tốt","http://www.vietanhmobile.com/iphone-6s-plus-quoc-te-hang-trung-bay.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-6s-plus-quoc-te-likenew-99-slide-1.jpg","new","in stock","7690000 VND","Iphone 6S Plus",""
"408","SamSung Galaxy Note 5 32GB Màu Đen Quốc Tế Mỹ Hàng Trưng Bày","Samsung galaxy note 5 32gb màu đen quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-note-5-32gb-mau-den-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-note-5-world-32gb-black-99-side-1.jpg","new","in stock","5490000 VND","Samsung Note 5",""
"493","SamSung Galaxy S6 Edge 64GB Màu Vàng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 64gb màu vàng quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-s6-edge-64gb-mau-vang-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-64gb-gold-world-99-slide-1.jpg","new","in stock","9550000 VND","Samsung S6 Edge",""
"446","iPad Air 2 Cellular Màu Xám ( Gray ) Chưa Active","ipad air 2 cellular màu xám ( gray ) chưa active","http://www.vietanhmobile.com/ipad-air-2-cellular-mau-xam-gray-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-16gb-gray-100-slide-1.jpg","new","in stock","11090000 VND","iPad Air 2",""
"366","Sony Xperia Z5 2 Sim E6683 Màu Vàng","Sony xperia z5 2 sim e6683 màu vàng giá tốt","http://www.vietanhmobile.com/sony-xperia-z5-2-sim-e6683-mau-vang.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-2-sim-world-yellow-silde-1.jpg","new","in stock","12890000 VND","Sony",""
"367","Sony Xperia Z5 2 Sim E6683 Màu Trắng","Sony xperia z5 2 sim e6683 màu trắng giá tốt","http://www.vietanhmobile.com/sony-xperia-z5-2-sim-e6683-mau-trang.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-2-sim-world-white-slide-1.jpg","new","in stock","12890000 VND","Sony",""
"368","Sony Xperia Z5 2 Sim E6683 Màu Đen","Sony xperia z5 2 sim e6683 màu đen giá tốt","http://www.vietanhmobile.com/sony-xperia-z5-2-sim-e6683-mau-den.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-2-sim-world-black-slide-1.jpg","new","in stock","12890000 VND","Sony",""
"369","Sony Xperia Z5 2 Sim E6683 Màu Xanh","Sony xperia z5 2 sim e6683 màu xanh giá tốt","http://www.vietanhmobile.com/sony-xperia-z5-2-sim-e6683-mau-xanh.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-2-sim-world-green-slide-1.jpg","new","in stock","12890000 VND","Sony",""
"370","Sony Xperia Z5 Premium 2 Sim E6683 Màu Vàng","Sony xperia z5 premium 2 sim e6683 màu vàng giá tốt","http://www.vietanhmobile.com/sony-xperia-z5-premium-2-sim-e6683-mau-vang.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-premium-2-sim-world-gold-slide-1.jpg","new","in stock","14990000 VND","Sony",""
"371","Sony Xperia Z5 Premium 2 Sim E6683 Màu Đen","Sony xperia z5 premium 2 sim e6683 màu đen chính hãng","http://www.vietanhmobile.com/sony-xperia-z5-premium-2-sim-e6683-mau-den.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-premium-2-sim-world-black-slide-1.jpg","new","in stock","14990000 VND","Sony",""
"372","Sony Xperia Z5 Premium 2 Sim E6683 Màu Titan","Sony xperia z5 premium 2 sim e6683 màu titan giá tốt","http://www.vietanhmobile.com/sony-xperia-z5-premium-2-sim-e6683-mau-titan.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sony-xperia-z5-premium-2-sim-world-titan-slide-1.jpg","new","in stock","15490000 VND","Sony",""
"756","iPhone 6 Quốc Tế Chưa Active","iphone 6 quốc tế chưa active giá tốt nhất","http://www.vietanhmobile.com/iphone-6-quoc-te-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-6-quoc-te-chua-active-100-slide-1.jpg","new","in stock","7990000 VND","Iphone 6",""
"377","Sim Ghép Tự Động fix lỗi cho iPhone 5 FW 9.2.1","sim ghép tự động fix lỗi cho iphone 5 fw 9.2.1","http://www.vietanhmobile.com/sim-ghep-tu-dong-fix-loi-cho-iphone-5-fw-9-2-1.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sim-ghep-tu-dong-fix-loi-danh-cho-iphone-5s-5-phien-ban-moi-nhat-9-2-1-slide-h1377.jpg","new","out of stock","190000 VND","Phụ kiện iphone 5",""
"379","Sim Ghép Tự Động fix lỗi cho iPhone ios 10.3.1","sim ghép tự động fix lỗi cho iphone ios 10.3.1 ","http://www.vietanhmobile.com/sim-ghep-tu-dong-fix-loi-cho-iphone-ios-10-3-1.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sim-ghep-tu-dong-fix-loi-danh-cho-iphone-6s-6-phien-ban-moi-nhat-9-2-1-slide-h1379.jpg","new","out of stock","240000 VND","Phụ Kiện iPhone",""
"380","iPad Mini 2 16GB + 4G Màu Đen (Black)  Hàng Trưng Bày","ipad mini 2 16gb + 4g màu đen (black)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-2-16gb-4g-mau-den-black-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-2-16gb-4g-black-99-slide-1.jpg","new","in stock","5590000 VND","iPad Mini 2",""
"381","iPad Mini 2 16GB + 4G Màu Trắng (Silver)  Hàng Trưng Bày","ipad mini 2 16gb + 4g màu trắng (silver)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-2-16gb-4g-mau-trang-silver-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-2-16gb-4g-silver-99-silde-1.jpg","new","in stock","5590000 VND","iPad Mini 2",""
"382","iPad Mini 2 32GB + 4G Màu Trắng (Silver)  Hàng Trưng Bày","ipad mini 2 32gb + 4g màu trắng (silver)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-2-32gb-4g-mau-trang-silver-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-2-32gb-4g-silver-99-silde-1.jpg","new","in stock","6590000 VND","iPad Mini 2",""
"383","iPad Mini 2 32GB + 4G Màu Đen (Gray) Hàng Trưng Bày","ipad mini 2 32gb + 4g màu đen (gray)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-2-32gb-4g-mau-den-gray-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-2-32gb-4g-gray-99-slide-1.jpg","new","in stock","6590000 VND","iPad Mini 2",""
"384","iPad Mini 2 64GB + 4G Màu Trắng (Silver)  Hàng Trưng Bày","ipad mini 2 64gb + 4g màu trắng (silver)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-2-64gb-4g-mau-trang-silver-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-2-64gb-4g-silver-99-silde-1.jpg","new","in stock","7590000 VND","iPad Mini 2",""
"385","iPad Mini 2 64GB + 4G Màu Đen (Gray) Hàng Trưng Bày","ipad mini 2 64gb + 4g màu đen (gray)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-2-64gb-4g-mau-den-gray-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-2-64gb-4g-gray-99-slide-1.jpg","new","in stock","7590000 VND","iPad Mini 2",""
"386","iPad Mini 3 16GB + 4G Màu Trắng (Silver)  Hàng Trưng Bày","ipad mini 3 16gb + 4g màu trắng (silver)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-3-16gb-4g-mau-trang-silver-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-3-16gb-4g-silver-99-slide.jpg","new","out of stock","5390000 VND","iPad Mini 3",""
"387","iPad Mini 3 16GB + 4G Màu Đen (Gray)  Hàng Trưng Bày","ipad mini 3 16gb + 4g màu đen (gray)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-3-16gb-4g-mau-den-gray-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-3-16gb-4g-gray-99-silde-1.jpg","new","out of stock","5290000 VND","iPad Mini 3",""
"388","iPad Mini 3 16GB + 4G Màu Vàng (Gold)  Hàng Trưng Bày","ipad mini 3 16gb + 4g màu vàng (gold)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-3-16gb-4g-mau-vang-gold-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-3-16gb-4g-gold-99-slide.jpg","new","out of stock","5490000 VND","iPad Mini 3",""
"389","iPad Mini 3 64GB + 4G Màu Trắng (Silver) Hàng Trưng Bày","ipad mini 3 64gb + 4g màu trắng (silver)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-3-64gb-4g-mau-trang-silver-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-3-64gb-4g-silver-99-slide.jpg","new","in stock","6890000 VND","iPad Mini 3",""
"390","iPad Mini 3 64GB + 4G Màu Đen (Gray)  Hàng Trưng Bày","ipad mini 3 64gb + 4g màu đen (gray)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-3-64gb-4g-mau-den-gray-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-3-64gb-4g-gray-99-silde-1.jpg","new","in stock","6790000 VND","iPad Mini 3",""
"391","iPad Mini 3 64GB + 4G Màu Vàng (Gold)  Hàng Trưng Bày","ipad mini 3 64gb + 4g màu vàng (gold)  qsd 99%","http://www.vietanhmobile.com/ipad-mini-3-64gb-4g-mau-vang-gold-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ipad-mini-3-64gb-4g-gold-99-slide.jpg","new","in stock","6990000 VND","iPad Mini 3",""
"538","iPad Air 1 64GB + 4G Màu Xám ( Gray ) Chưa Active","ipad air 1 64gb + 4g màu xám ( gray ) chưa active","http://www.vietanhmobile.com/ipad-air-1-64gb-4g-mau-xam-gray-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-1-64gb-gray-100-slide-1.jpg","new","out of stock","8990000 VND","iPad Air 1",""
"418","iPhone 5C 16GB Yellow (Vàng) Quốc Tế Hàng Trưng Bày","iPhone 5c 16gb yellow (vàng) quốc tế qsd 99% giá tốt nhất","http://www.vietanhmobile.com/iphone-5c-16gb-yellow-vang-quoc-te-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-5c-16gb-yellow-vang-quoc-te-qsd-99-slide-1.png","new","in stock","2990000 VND","IPhone 5C",""
"419","iPhone 5C 16GB White (Trắng) Quốc Tế Hàng Trưng Bày","iPhone 5c 16gb white (trắng) quốc tế qsd 99% giá tốt nhất","http://www.vietanhmobile.com/iphone-5c-16gb-white-trang-quoc-te-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-5c-16gb-white-trang-quoc-te-qsd-99-slide-1.jpg","new","in stock","3190000 VND","IPhone 5C",""
"420","iPhone 5C 16GB Pink (Hồng) Quốc Tế Hàng Trưng Bày","iPhone 5c 16gb pink (hồng) quốc tế qsd 99% giá tốt nhất","http://www.vietanhmobile.com/iphone-5c-16gb-pink-hong-quoc-te-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-5c-16gb-pink-hong-quoc-te-qsd-99-slide-1.jpg","new","in stock","2990000 VND","IPhone 5C",""
"421","iPhone 5C 16GB Blue (Xanh) Quốc Tế Hàng Trưng Bày","iPhone 5c 16gb blue (xanh) quốc tế qsd 99% giá tốt","http://www.vietanhmobile.com/iphone-5c-16gb-blue-xanh-quoc-te-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-5c-16gb-blue-xanh-quoc-te-qsd-99-slide-1.jpg","new","in stock","3190000 VND","IPhone 5C",""
"422","iPhone 5C 16GB Green (Xanh Lá) Quốc Tế Hàng Trưng Bày","iPhone 5c 16gb green (xanh lá) quốc tế qsd 99% giá tốt","http://www.vietanhmobile.com/iphone-5c-16gb-green-xanh-la-quoc-te-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-5c-16gb-green-xanh-la-quoc-te-qsd-99-slide-1.jpg","new","in stock","2990000 VND","IPhone 5C",""
"423","Kính thực tế ảo VR Shinecon Màu Đen ( Black )","kính thực tế ảo vr shinecon màu đen ( black )","http://www.vietanhmobile.com/kinh-thuc-te-ao-vr-shinecon-mau-den-black.html","http://www.vietanhmobile.com/hinh-anh/san-pham/kinh-thuc-te-ao-VR-Shinecon-100-slide-1.jpg","new","out of stock","439000 VND","Kính 3D",""
"424","Kính thực tế ảo VR Box 2","kính thực tế ảo vr box 2","http://www.vietanhmobile.com/kinh-thuc-te-ao-vr-box-2.html","http://www.vietanhmobile.com/hinh-anh/san-pham/kinh-thuc-te-ao-vr-box-2-100-slide-1.jpg","new","out of stock","239000 VND","Kính 3D",""
"487","SamSung Galaxy S7 Edge Batman Phiên bản đặc biệt","samsung galaxy s7 edge batman phiên bản đặc biệt ","http://www.vietanhmobile.com/samsung-galaxy-s7-edge-batman-phien-ban-dac-biet.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s7-edge-batman-100-slide-1.jpg","new","in stock","28000000 VND","Samsung S7 Edge",""
"428","HTC One M8 32GB Màu Vàng Quốc Tế Hàng Trưng Bày","htc one m8 32gb màu vàng quốc tế qsd 99%","http://www.vietanhmobile.com/htc-one-m8-32gb-mau-vang-quoc-te-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/ht-one-m8-32gb-gold-world-99-slide-1.jpg","new","out of stock","3390000 VND","HTC",""
"764","iPhone 6S Plus Quốc Tế Chưa Active - Trôi Bảo Hành","iphone 6s plus quốc tế chưa active - trôi bảo hành giá tốt nhất","http://www.vietanhmobile.com/iphone-6s-plus-quoc-te-chua-active-troi-bao-hanh.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-6s-plus-quoc-te-troi-bao-hanh-100-slide-1.jpg","new","in stock","8190000 VND","Iphone 6S Plus",""
"431","SamSung Galaxy S6 Edge 32GB Màu Đen Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 32gb màu đen quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-s6-edge-32gb-mau-den-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-32gb-black-world-99-slide-1.jpg","new","in stock","7690000 VND","Samsung S6 Edge",""
"433","SamSung Galaxy S6 Edge 32GB Màu Vàng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 32gb màu vàng quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-s6-edge-32gb-mau-vang-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-32gb-gold-world-99-slide-1.jpg","new","in stock","7990000 VND","Samsung S6 Edge",""
"432","SamSung Galaxy S6 Edge 32GB Màu Trắng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 32gb màu trắng quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-s6-edge-32gb-mau-trang-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-32gb-white-world-99-slide-1.jpg","new","in stock","7690000 VND","Samsung S6 Edge",""
"921","Sạc Baseus 3 cổng Usb (Hỗ trợ sạc nhanh)","sạc baseus 3 cổng usb (hỗ trợ sạc nhanh)","http://www.vietanhmobile.com/sac-baseus-3-cong-usb-ho-tro-sac-nhanh.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sac-baseus-3-usb-100-slide-1.jpg","new","out of stock","340000 VND","Sạc USB",""
"922","Bộ sạc đa năng 5 cổng usb Remax","bộ sạc đa năng 5 cổng usb remax","http://www.vietanhmobile.com/bo-sac-da-nang-5-cong-usb-remax.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sac-da-nang-5-usb-remax-100-slide-1.jpg","new","out of stock","410000 VND","Sạc USB",""
"923","Sạc không dây chính hãng Baseus 8000mAh","sạc không dây chính hãng baseus 8000mah","http://www.vietanhmobile.com/sac-khong-day-chinh-hang-baseus-8000mah.html","http://www.vietanhmobile.com/hinh-anh/san-pham/sac-khong-day-chính-hang-basues-8000-100-slide-1.jpg","new","out of stock","690000 VND","Pin Dự Phòng",""
"924","iPhone 8 Plus Quốc Tế Chưa Active Trôi Bảo Hành","iphone 8 plus quốc tế chưa active trôi bảo hành","http://www.vietanhmobile.com/iphone-8-plus-quoc-te-chua-active-troi-bao-hanh.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-8-plus-troi-bao-hanh-100-slide-2.jpg","new","out of stock","16990000 VND","Iphone 8 Plus",""
"909","iPad Air 1 4G + Wifi Hàng Trưng Bày","ipad air 1 4g + wifi hàng trưng bày","http://www.vietanhmobile.com/ipad-air-1-4g-wifi-hang-trung-bay.html","http://www.vietanhmobile.com/hinh-anh/san-pham/IPad-air-1-99-slide-1.jpg","new","out of stock","5490000 VND","iPad Air 1",""
"916","Samsung S9 Plus Xách Tay Mới 100%","samsung s9 plus xách tay mới 100%","http://www.vietanhmobile.com/samsung-s9-plus-xach-tay-moi-100.html","http://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s9-plus-xach-tay-100-main.jpg","new","out of stock","14390000 VND","Samsung S9 Plus",""
"920","Combo Sạc-Cáp 3 in 1 Baseus","combo sạc-cáp 3 in 1 baseus","http://www.vietanhmobile.com/combo-sac-cap-3-in-1-baseus.html","http://www.vietanhmobile.com/hinh-anh/san-pham/combo-3-in-1-baseus-100-slide-1.jpg","new","out of stock","390000 VND","Sạc USB",""
"919","Tai nghe Bluetooth Baseus Encok A02","tai nghe bluetooth baseus encok a02","http://www.vietanhmobile.com/tai-nghe-bluetooth-baseus-encok-a02-919.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Tai-nghe-bluetooth-baseus-encok-a02-100-slide-1-h1919.jpg","new","out of stock","390000 VND","Loa - Tai Nghe Bluetooth",""
"437","iPad Air 2 64GB + 4G Màu Xám ( Gray ) Hàng Trưng Bày","ipad air 2 64gb + 4g màu xám ( gray ) qsd 99%","http://www.vietanhmobile.com/ipad-air-2-64gb-4g-mau-xam-gray-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-64gb-gray-99-slide-1.jpg","new","in stock","10190000 VND","iPad Air 2",""
"438","iPad Air 2 64GB + 4G Màu Bạc ( Silver ) Hàng Trưng Bày","ipad air 2 64gb + 4g màu bạc ( silver ) qsd 99%","http://www.vietanhmobile.com/ipad-air-2-64gb-4g-mau-bac-silver-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-64gb-silver-99-slide-1.jpg","new","in stock","10490000 VND","iPad Air 2",""
"439","iPad Air 2 64GB + 4G Màu Vàng ( Gold ) Hàng Trưng Bày","ipad air 2 64gb + 4g màu vàng ( gold ) qsd 99%","http://www.vietanhmobile.com/ipad-air-2-64gb-4g-mau-vang-gold-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-64gb-gold-99-slide-1.jpg","new","in stock","10990000 VND","iPad Air 2",""
"458","Loa Harman Kardon Omni 10","loa harman kardon omni 10","http://www.vietanhmobile.com/loa-harman-kardon-omni-10.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Loa-Harman-Kardon-Omni-10-100-slide-1.jpg","new","out of stock","4990000 VND","Loa - Tai Nghe Bluetooth",""
"447","iPad Air 2 Cellular Màu Vàng ( Gold  ) Chưa Active","ipad air 2 cellular màu vàng ( gold  ) chưa active","http://www.vietanhmobile.com/ipad-air-2-cellular-mau-vang-gold-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-16gb-gold-100-slide-1.jpg","new","in stock","11090000 VND","iPad Air 2",""
"448","iPad Air 2 Cellular Màu Bạc ( Silver ) Chưa Active","ipad air 2 cellular màu bạc ( silver ) chưa active","http://www.vietanhmobile.com/ipad-air-2-cellular-mau-bac-silver-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-16gb-silver-100-slide-1.jpg","new","in stock","11090000 VND","iPad Air 2",""
"449","iPad Air 2 64GB + 4G Màu Xám ( Gray ) Chưa Active","ipad air 2 64gb + 4g màu xám ( gray ) chưa active","http://www.vietanhmobile.com/ipad-air-2-64gb-4g-mau-xam-gray-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-64gb-gray-100-slide-1.jpg","new","in stock","12890000 VND","iPad Air 2",""
"450","iPad Air 2 64GB + 4G Màu Bạc ( Silver ) Chưa Active","ipad air 2 64gb + 4g màu bạc ( silver ) chưa active","http://www.vietanhmobile.com/ipad-air-2-64gb-4g-mau-bac-silver-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-64gb-silver-100-slide-1.jpg","new","in stock","12890000 VND","iPad Air 2",""
"451","iPad Air 2 64GB + 4G Màu Vàng ( Gold ) Chưa Active","ipad air 2 64gb + 4g màu vàng ( gold ) chưa active","http://www.vietanhmobile.com/ipad-air-2-64gb-4g-mau-vang-gold-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-64gb-gold-100-slide-1.jpg","new","in stock","13490000 VND","iPad Air 2",""
"452","Bộ kích sóng Wifi Xiaomi Repeater","bộ kích sóng wifi xiaomi repeater","http://www.vietanhmobile.com/bo-kich-song-wifi-xiaomi-repeater.html","http://www.vietanhmobile.com/hinh-anh/san-pham/bo-kich-song-wifi-xiaomi-repeater-100-slide-1.jpg","new","out of stock","249000 VND","Phụ Kiện Xiaomi",""
"456","Máy lọc không khí Xiaomi Mi Air Purifier 2","máy lọc không khí xiaomi mi air purifier 2","http://www.vietanhmobile.com/may-loc-khong-khi-xiaomi-mi-air-purifier-2.html","http://www.vietanhmobile.com/hinh-anh/san-pham/may-loc-khong-khi-xiaomi-mi-air-Purifier-2-100-slide-1.jpg","new","out of stock","2990000 VND","Phụ Kiện Xiaomi",""
"457","Loa Bluetooth Harman Kardon Onyx Studio","loa bluetooth harman kardon onyx studio","http://www.vietanhmobile.com/loa-bluetooth-harman-kardon-onyx-studio.html","http://www.vietanhmobile.com/hinh-anh/san-pham/VA-Loa-Bluetooth-Harman-Kardon-Onyx-Studio-100-slide-1.jpg","new","out of stock","2990000 VND","Loa - Tai Nghe Bluetooth",""
"459","Loa Bluetooth X-Mini Explore Plus","loa bluetooth x-mini explore plus","http://www.vietanhmobile.com/loa-bluetooth-x-mini-explore-plus.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Loa-Bluetooth-X-Mini-Explore-Plus-100-slide-1.jpg","new","out of stock","1190000 VND","Loa - Tai Nghe Bluetooth",""
"461","Loa Bluetooth Xiaomi Square Box Bản Nhôm","loa bluetooth xiaomi square box bản nhôm","http://www.vietanhmobile.com/loa-bluetooth-xiaomi-square-box-ban-nhom.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Loa-Bluetooth-Xiaomi-Square-Box-Nhom-100-slide-1.jpg","new","out of stock","949000 VND","Phụ Kiện Xiaomi",""
"462","SamSung Galaxy S6 Edge 32GB Màu Xanh Ngọc Lục Bảo Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 32gb màu xanh ngọc lục bảo quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-s6-edge-32gb-mau-xanh-ngoc-luc-bao-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/S6-edge-32GB-Green-Emerald--USA-99-slide-1.jpg","new","in stock","8890000 VND","Samsung S6 Edge",""
"908","iPad Air 2 4G + Wifi Hàng Trưng Bày","ipad air 2 4g + wifi hàng trưng bày","http://www.vietanhmobile.com/ipad-air-2-4g-wifi-hang-trung-bay.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-air-2-99-slide-1.jpg","new","out of stock","7290000 VND","iPad Air 2",""
"925","iPad Gen 6 (2018) 4G + Wifi Chưa Active","ipad gen 6 (2018) 4g + wifi chưa active","http://www.vietanhmobile.com/ipad-gen-6-2018-4g-wifi-chua-active.html","http://www.vietanhmobile.com/hinh-anh/san-pham/Ipad-gen-6-2018-100-slide-1.jpg","new","out of stock","11890000 VND","Ipad Gen 6 (2018)",""
"492","iPhone 5C Lock 16GB Blue (Xanh) Hàng Trưng Bày","iphone 5c 16gb blue (xanh) lock likenew 99%","http://www.vietanhmobile.com/iphone-5c-16gb-blue-xanh-lock-likenew-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/iphone-5c-16gb-blue-xanh-lock-qsd-99-slide-1.jpg","new","in stock","2490000 VND","IPhone 5C",""
"471","LG V10 64Gb Màu Đen ( Black ) Quốc tế Mỹ Hàng Trưng Bày","lg v10 64gb màu đen ( black ) quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/lg-v10-64gb-mau-den-black-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/LG-V10-Black-64Gb-usa-99-slide-1.jpg","new","out of stock","5990000 VND","LG",""
"476","SamSung Galaxy S6 Edge Plus 32GB Màu Vàng (Gold) Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge plus 32gb màu vàng (gold) quốc tế mỹ qsd 99%","http://www.vietanhmobile.com/samsung-galaxy-s6-edge-plus-32gb-mau-vang-gold-quoc-te-my-qsd-99.html","http://www.vietanhmobile.com/hinh-anh/san-pham/S6-edge-plus-32GB-gold-usa-99-slide-1.jpg","new","in stock","9290000 VND","Samsung S6 Edge Plus",""
