"id","title","description","product_type","link","image_link","condition","availability","price","sale_price","sale_price_effective_date","brand"
"462","SamSung Galaxy S6 Edge 32GB Màu Xanh Ngọc Lục Bảo Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 32gb màu xanh ngọc lục bảo quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-32gb-mau-xanh-ngoc-luc-bao-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/S6-edge-32GB-Green-Emerald--USA-99-slide-1.jpg","new","in stock","8890000","","","Samsung S6 Edge"
"471","LG V10 64Gb Màu Đen ( Black ) Quốc tế Mỹ Hàng Trưng Bày","lg v10 64gb màu đen ( black ) quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/lg-v10-64gb-mau-den-black-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/LG-V10-Black-64Gb-usa-99-slide-1.jpg","new","in stock","5990000","","","LG"
"472","SamSung Galaxy S5 32GB Màu Đen Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s5 32gb màu đen quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s5-32gb-mau-den-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s5-32gb-black-usa-99-slide-1.jpg","new","in stock","3990000","","","Samsung S5"
"473","SamSung Galaxy S5 32GB Màu Trắng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s5 32gb màu trắng quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s5-32gb-mau-trang-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s5-32gb-white-usa-99-slide-1.jpg","new","in stock","3990000","","","Samsung S5"
"474","SamSung Galaxy S4 32GB Màu Trắng Quốc Tế Nhật Hàng Trưng Bày","samsung galaxy s4 32gb màu trắng quốc tế nhật qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s4-32gb-mau-trang-quoc-te-nhat-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s4-japan-world-32gb-white-99-slide-1.jpg","new","in stock","2690000","","","Samsung S4"
"476","SamSung Galaxy S6 Edge Plus 32GB Màu Vàng (Gold) Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge plus 32gb màu vàng (gold) quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-plus-32gb-mau-vang-gold-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/S6-edge-plus-32GB-gold-usa-99-slide-1.jpg","new","in stock","9290000","","","Samsung S6 Edge Plus"
"477","SamSung Galaxy S6 Edge Plus 32GB Màu Đen (Black) Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge plus 32gb màu đen (black) quốc tế mỹ hàng trưng bày","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-plus-32gb-mau-den-black-quoc-te-my-hang-trung-bay.html","https://www.vietanhmobile.com/hinh-anh/san-pham/S6-edge-plus-32GB-black-usa-99-slide-1.jpg","new","in stock","9090000","","","Samsung S6 Edge Plus"
"493","SamSung Galaxy S6 Edge 64GB Màu Vàng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 64gb màu vàng quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-64gb-mau-vang-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-64gb-gold-world-99-slide-1.jpg","new","in stock","9550000","","","Samsung S6 Edge"
"494","SamSung Galaxy S6 Edge 64GB Màu Trắng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 64gb màu trắng quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-64gb-mau-trang-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-64gb-white-world-99-slide-1.jpg","new","in stock","9290000","","","Samsung S6 Edge"
"495","SamSung Galaxy S6 Edge 64GB Màu Đen Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge 64gb màu đen quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-64gb-mau-den-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-edge-64gb-black-world-99-slide-1.jpg","new","in stock","9190000","","","Samsung S6 Edge"
"497","SamSung Galaxy S6 Edge Plus 64GB Màu Vàng (Gold) Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 edge plus 64gb màu vàng (gold) quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-edge-plus-64gb-mau-vang-gold-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/S6-edge-plus-64GB-gold-usa-99-slide-1.jpg","new","in stock","10690000","","","Samsung S6 Edge Plus"
"498","SamSung Galaxy S6 64GB Màu Đen Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 64gb màu đen quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-64gb-mau-den-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-mau-den-64gb-world-my-99-slide-1.jpg","new","in stock","6790000","","","Samsung S6"
"499","SamSung Galaxy S6 64GB Màu Trắng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 64gb màu trắng quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-64gb-mau-trang-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-mau-trang-64gb-world-my-99-slide-1.jpg","new","in stock","6890000","","","Samsung S6"
"500","SamSung Galaxy S6 64GB Màu Vàng Quốc Tế Mỹ Hàng Trưng Bày","samsung galaxy s6 64gb màu vàng quốc tế mỹ qsd 99%","Product","https://www.vietanhmobile.com/samsung-galaxy-s6-64gb-mau-vang-quoc-te-my-qsd-99.html","https://www.vietanhmobile.com/hinh-anh/san-pham/samsung-galaxy-s6-mau-vang-64gb-world-my-99-slide-1.jpg","new","in stock","6990000","","","Samsung S6"
